Isabelle,0.064333333
Åse,0.064333333
Martha,0.064
Alf,0.063833333
Abdul,0.063666667
Monika,0.063666667
Rolf,0.063666667
Aslak,0.0635
Mateusz,0.063333333
Fanny,0.063
Bår,0.062833333
Trude,0.062666667
Paulina,0.062666667
Ingunn,0.0625
Klaudia,0.062333333
Geir,0.062166667
Hamza,0.061666667
Ivan,0.0615
Stig,0.061333333
Alice,0.061166667
Elida,0.061
Sjur,0.061
Mattias,0.060833333
Diana,0.060666667
Erica,0.0605
Irene,0.060166667
Eli,0.060166667
Hedvig,0.06
Tarjei,0.059833333
Jannicke,0.0595
Nicolas,0.059166667
Are,0.059
Mariam,0.059
Dawid,0.0585
Aisha,0.058333333
Karine,0.058166667
Marina,0.058166667
Leo,0.058166667
Michal,0.057666667
Albert,0.0575
Dan,0.057166667
Abdirahman,0.057
Muhammad,0.057
Lovise,0.056666667
Teodor,0.056666667
Bettina,0.0565
Vibeke,0.056333333
Tine,0.056166667
Jone,0.055833333
Krister,0.055833333
Juliane,0.055166667
Heine,0.055166667
Frank,0.055
Kent,0.055
Ludvik,0.054833333
Fride,0.054333333
Lillian,0.054333333
Hermann,0.053333333
Randi,0.053333333
Mariann,0.052833333
Vidar,0.052833333
Cornelia,0.0525
Tea,0.052333333
Nicklas,0.052
Arild,0.052
Helge,0.051833333
Iben,0.051666667
Sol,0.0515
Margrete,0.0515
Leander,0.051333333
Joar,0.051166667
Ruth,0.051166667
Brian,0.051166667
Angelica,0.051
Terje,0.051
Kacper,0.050833333
Viljar,0.050833333
Mille,0.050666667
Halvard,0.050666667
Eira,0.0505
Elisa,0.0505
Wiktoria,0.0505
Siv,0.050333333
Yasmin,0.050166667
Tormod,0.050166667
Pauline,0.05
Amir,0.049666667
Kamil,0.0495
Elina,0.049
Karin,0.049
Adele,0.048833333
Dorthe,0.048833333
Abdullah,0.048833333
Leah,0.048666667
Cecilia,0.0485
Magdalena,0.048333333
Bilal,0.048333333
Yvonne,0.048166667
Sean,0.048166667
Patryk,0.048166667
Jessica,0.048
Karsten,0.047666667
Erle,0.047333333
Rebecka,0.047333333
Sigbjør,0.047166667
Katharina,0.047
Roy,0.047
Tara,0.046833333
Ana,0.046833333
Edvin,0.0465
Jør,0.0465
Selina,0.046333333
Stein,0.045833333
Gjermund,0.0455
Hussein,0.0455
Cassandra,0.045
Tomine,0.045
Torgeir,0.045
Tale,0.044833333
Kai,0.044666667
Ingebjør,0.0445
Alida,0.044333333
Ellinor,0.043833333
Jøra,0.043666667
Laila,0.0435
Konrad,0.0435
Mie,0.043333333
Simone,0.043333333
Jasmin,0.043166667
Jennifer,0.043166667
Kaisa,0.043
Zahra,0.042833333
Egil,0.042833333
Christiane,0.042666667
Mali,0.042666667
Arthur,0.042666667
Åsne,0.0425
Alex,0.0425
Nicole,0.042166667
Siren,0.042166667
Sven,0.042166667
Rene,0.042
Annette,0.041833333
Idunn,0.041833333
Jeanett,0.041666667
Frederik,0.041666667
Phillip,0.041666667
Paula,0.0415
Vera,0.0415
Mattis,0.0415
Morgan,0.041
Sonja,0.040666667
Ismail,0.040666667
Idun,0.040666667
Marthine,0.040666667
Tage,0.040666667
Torje,0.0405
Weronika,0.040333333
Wilhelm,0.040333333
Una,0.040166667
Merete,0.040166667
Mira,0.040166667
Finn,0.040166667
Marco,0.04
Ole-Martin,0.04
Cato,0.039833333
Iman,0.039666667
Maryam,0.0395
Scott,0.0395
Margit,0.039166667
Alina,0.039
Ken,0.038833333
Annie,0.038666667
Abdullahi,0.038666667
Nikoline,0.0385
Damian,0.038333333
Serine,0.038166667
Joacim,0.038
Sveinung,0.038
Syver,0.038
Nikolas,0.037833333
Terese,0.037833333
Mariel,0.037666667
Ragna,0.037666667
Veslemø,0.0375
Greta,0.037333333
Klara,0.037333333
Brynjar,0.037333333
Kjartan,0.037333333
Fredrikke,0.037333333
Amal,0.037166667
Astri,0.037166667
Tanja,0.037166667
Rachel,0.037
Ferdinand,0.037
Liam,0.037
Gunhild,0.036833333
Lilly,0.036833333
Børg,0.036833333
Sabrina,0.0365
Johnny,0.036333333
Alma,0.036166667
Frode,0.036166667
Gøra,0.036166667
Henry,0.036166667
Håva,0.036
Madelene,0.036
Katinka,0.035833333
Eskild,0.035833333
Mahmoud,0.035666667
Vivian,0.0355
Joshua,0.035333333
Patrycja,0.035166667
Alfred,0.035166667
Våri,0.035
Sigmund,0.035
Rita,0.034833333
Carmen,0.034666667
Sophia,0.034666667
Nanna,0.034666667
Bror,0.0345
Mai,0.034333333
Edward,0.034333333
Dominik,0.034
Bastian,0.034
Anneli,0.033333333
Theo,0.033166667
Berit,0.033
Gabriela,0.033
Jim,0.033
Jarl,0.033
Raymond,0.032666667
Maud,0.032666667
Alva,0.0325
Angelika,0.0325
Dominika,0.0325
Joel,0.0325
Julius,0.0325
Jarand,0.0325
Njå,0.032
Reidar,0.032
Marlen,0.031833333
Tyra,0.031833333
Roger,0.031833333
Aida,0.031666667
Elizabeth,0.031666667
Kajsa,0.031666667
Nicoline,0.031666667
Maximilian,0.031666667
Catharina,0.0315
Daria,0.0315
Naomi,0.0315
Fredrick,0.0315
Asgeir,0.031333333
Nathaniel,0.031166667
Vincent,0.031166667
Ingvill,0.031166667
Mary,0.031
Seline,0.031
Rikard,0.031
Bente,0.030833333
Gabriele,0.030833333
Khalid,0.030833333
Leonard,0.030666667
Clara,0.0305
Henrikke,0.0305
Pawel,0.0305
Zainab,0.030333333
Josef,0.030166667
Katarzyna,0.030166667
Inge,0.03
Ayan,0.03
Amin,0.03
Said,0.03
Esther,0.029833333
Jorunn,0.029833333
Adnan,0.029666667
Siril,0.029666667
Gunn,0.029333333
Abel,0.029333333
Stephanie,0.029166667
Olve,0.029166667
Alise,0.029
Theresa,0.029
Ramona,0.029
Irmelin,0.028833333
Jane,0.028833333
Ronny,0.028833333
Szymon,0.028833333
Ingri,0.028666667
Bjarte,0.0285
Piotr,0.028333333
Anastasia,0.028333333
Tilde,0.028333333
Bjarne,0.028166667
Johann,0.028
Niclas,0.028
Katja,0.028
Idar,0.027833333
Else,0.027833333
Helga,0.027666667
Ingelin,0.027666667
Ester,0.0275
Elisabet,0.0275
Samira,0.0275
Betina,0.027333333
Natasha,0.027333333
Alan,0.027333333
Ove,0.027333333
Antonio,0.027333333
Emelie,0.027166667
Lisbeth,0.027166667
Yngve,0.027166667
Lydia,0.027
Maciej,0.027
Stål,0.026833333
Robel,0.026833333
James,0.0265
Amy,0.026333333
Susanna,0.026333333
Ragnar,0.026333333
Daniela,0.026166667
Hasan,0.026166667
Oliwia,0.026
Aya,0.026
Edel,0.026
Merethe,0.025833333
Birger,0.025833333
Mahamed,0.025833333
Sølv,0.025666667
Torkel,0.025666667
Jannike,0.0255
Jimmy,0.0255
Tirill,0.025333333
Hauk,0.025333333
Birgit,0.025166667
Magnhild,0.025166667
Vå,0.025166667
Ian,0.025166667
Arnt,0.025
Ingerid,0.025
Arvid,0.025
Krystian,0.025
Olaf,0.025
Eileen,0.024833333
Frøy,0.024833333
Kirsten,0.024833333
Arian,0.024833333
Bernhard,0.024666667
Birte,0.024666667
Malena,0.024666667
Josephine,0.0245
Jardar,0.0245
Dorthea,0.024333333
Gabrielle,0.024333333
Lill,0.024333333
Martyna,0.024333333
Naima,0.024333333
Magnar,0.024333333
Sana,0.024166667
Jack,0.024
Tove,0.023833333
Guri,0.023833333
Bernt,0.023833333
Ole-Kristian,0.023833333
Bjør,0.0235
Fatma,0.0235
Linea,0.0235
Mark,0.0235
Levi,0.0235
Amelia,0.023333333
Yasin,0.023333333
Agnete,0.023166667
Khadija,0.023166667
Martina,0.023166667
Sahra,0.023166667
Yusuf,0.023166667
Muhammed,0.023166667
Erland,0.023
Linus,0.023
Remy,0.023
Luna,0.022833333
Mostafa,0.022833333
Lara,0.022666667
Milla,0.022666667
Bartosz,0.022666667
Gry,0.022666667
Fadumo,0.0225
Kim,0.0225
Kirsti,0.0225
Osman,0.0225
Alvilde,0.022333333
Beatrice,0.022333333
Hugo,0.022333333
Øivind,0.022333333
Ariel,0.022166667
Grethe,0.022166667
Abdi,0.022166667
Olai,0.022166667
Iqra,0.022166667
Torgrim,0.022166667
Noor,0.022
Kinga,0.022
Petra,0.021833333
Ayla,0.021666667
Evelyn,0.021666667
Sine,0.021666667
Emre,0.021666667
Gro,0.0215
Olga,0.0215
Kim-Andre,0.0215
Sam,0.0215
Connie,0.021333333
Ebba,0.021333333
Hana,0.021333333
Serina,0.021333333
Jørun,0.021333333
Steven,0.021333333
Bertine,0.021166667
Daniella,0.021166667
Kamila,0.021166667
Leila,0.021166667
Kenny,0.021166667
Severin,0.021166667
Sturla,0.021166667
Desiree,0.021
Judith,0.021
Nadja,0.021
Anisa,0.020833333
Kathinka,0.020833333
Stella,0.020833333
Zakaria,0.020833333
Bianca,0.020666667
Grete,0.020666667
Silja,0.020666667
Oddbjør,0.020666667
Otto,0.020666667
Brita,0.0205
Elen,0.0205
Milena,0.0205
Juan,0.020333333
Liva,0.020166667
Kår,0.020166667
Tarald,0.020166667
Sissel,0.02
Anas,0.02
Kornelia,0.019833333
Matthew,0.019833333
Melina,0.019833333
Salma,0.019833333
Arman,0.019833333
Sami,0.019833333
Cornelius,0.019666667
Usman,0.019666667
Mahad,0.019666667
Birthe,0.0195
Lotta,0.0195
Åsa,0.0195
Asle,0.0195
Emanuel,0.0195
Liban,0.0195
Mehdi,0.019333333
Bo,0.019166667
Lars-Erik,0.019166667
Oddvar,0.019166667
Muna,0.019166667
Solfrid,0.019166667
Carolina,0.019
Hafsa,0.019
Sigrun,0.019
Torunn,0.019
Fridtjof,0.019
Isac,0.019
Marko,0.019
Martinus,0.019
Ottar,0.018833333
Leonora,0.018833333
Nikola,0.018833333
Thorbjør,0.018833333
Denis,0.018833333
Irina,0.018666667
Jasmine,0.018666667
Elsa,0.0185
Roar,0.0185
Tristan,0.0185
Ben,0.018333333
Felicia,0.018333333
Agata,0.018166667
Sabina,0.018166667
Kyrre,0.018166667
Armin,0.018
Nikolay,0.018
Youssef,0.018
Anthony,0.018
Haris,0.018
Jennie,0.017666667
Joanna,0.017666667
Simona,0.017666667
Vilja,0.017666667
Isaac,0.017666667
Joseph,0.017666667
Tamara,0.0175
Jeppe,0.0175
Miranda,0.0175
Najma,0.0175
Khaled,0.0175
Mario,0.0175
Luis,0.017333333
Samir,0.017333333
Balder,0.017333333
Syed,0.017333333
Ailin,0.017166667
Ines,0.017166667
Une,0.017166667
Valentina,0.017166667
Aslaug,0.017
Gabriella,0.017
Lana,0.017
Patricia,0.017
Lukasz,0.016833333
Fred,0.016833333
Jose,0.016833333
Henny,0.016666667
Martinius,0.016666667
Yousef,0.016666667
Tanya,0.0165
Dani,0.0165
Hubert,0.0165
Evelina,0.0165
Sonia,0.0165
Agnethe,0.016333333
Sumaya,0.016333333
Lauritz,0.016333333
Yonas,0.016333333
Alicja,0.016
Amna,0.016
Asma,0.016
Claudia,0.016
Gøri,0.016
Melinda,0.016
Mirjam,0.016
Siw,0.016
Andrew,0.016
Ingar,0.016
Nadine,0.015833333
Rose,0.015833333
Thi,0.015833333
Artur,0.015833333
Arve,0.015833333
Mahdi,0.015833333
Eliza,0.015666667
Aaron,0.015666667
Bartlomiej,0.015666667
Kennet,0.015666667
Mantas,0.015666667
Adriana,0.0155
Amira,0.0155
Angela,0.0155
Borghild,0.0155
Ivana,0.0155
Maryan,0.0155
Reidun,0.0155
Zara,0.0155
My,0.015333333
Kristi,0.015333333
Wilma,0.015333333
Jean,0.015166667
Alette,0.015166667
Zuzanna,0.015166667
Nancy,0.015
Turid,0.015
Frøydi,0.014833333
Gunnhild,0.014833333
Suzanne,0.014833333
Loke,0.014833333
Ravn,0.014833333
Elvira,0.014666667
Thorvald,0.014666667
Torben,0.014666667
Jana,0.0145
Ninni,0.0145
Hodan,0.0145
George,0.0145
Laurits,0.0145
Matthias,0.0145
Valentin,0.0145
Ariana,0.014333333
Carine,0.014333333
Susan,0.014333333
